Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Taxon_std,Order_std,Reporting_raw_std,Reporting_simple_std,Historical_date_std,First_observed_std,Observer_std,Collector_std,new_year_std,status_std,historical_year,observed_year,contribution_year,Order_label
Rhigognostis interrupta,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Yponomeutoidea,Plutellidae,,,Rhigognostis,interrupta,,,NA,,,,new 2021,observed,NA,NA,,,,2021-03-30,Andrew Simon,iNat:72508811,,372156,ART,2021,new,Rhigognostis interrupta,Lepidoptera,new 2021,new,NA,2021-03-30,Andrew Simon,NA,2021,new,NA,2021,2021,Butterflies & moths (Lepidoptera)
Amblyptilia pica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,Platyptiliini,Amblyptilia,pica,,,NA,,,,new 2023,observed,NA,NA,,,,2023-03-31,Kevin Toomer,iNat:152945908,,182582,ART,2023,new,Amblyptilia pica,Lepidoptera,new 2023,new,NA,2023-03-31,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Emmelina monodactyla,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,Oidaematophorini,Emmelina,monodactyla,,,NA,,,,new 2022,observed,NA,NA,,,,2022-03-27,Liam Ragan,iNat:109678390,,127431,ART,2022,new,Emmelina monodactyla,Lepidoptera,new 2022,new,NA,2022-03-27,Liam Ragan,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Hellinsia homodactylus,,,plain plume moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,Oidaematophorini,Hellinsia,homodactylus,,,NA,,,,new 2021,observed,NA,NA,,,,2021-04-15,Kevin Toomer,iNat:74084239,,221048,ART,2021,new,Hellinsia homodactylus,Lepidoptera,new 2021,new,NA,2021-04-15,Kevin Toomer,NA,2021,new,NA,2021,2021,Butterflies & moths (Lepidoptera)
Platyptilia carduidactylus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,Platyptiliini,Platyptilia,carduidactylus,,,NA,,,,new 2022,observed,NA,NA,,,,2022-08-09,Kevin Toomer,iNat:130165562,,319034,ART,2022,new,Platyptilia carduidactylus,Lepidoptera,new 2022,new,NA,2022-08-09,Kevin Toomer,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Acrobasis tricolorella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Acrobasis,tricolorella,,,NA,,,,new 2022,observed,NA,NA,,,,2022-08-23,Kevin Toomer,iNat:132049603,,208320,ART,2022,new,Acrobasis tricolorella,Lepidoptera,new 2022,new,NA,2022-08-23,Kevin Toomer,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Aphomia sociella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Galleriinae,Tirathabini,Aphomia,sociella,,,NA,,,,new 2022,observed,NA,NA,,,,2022-07-18,Kevin Toomer,iNat:126872077,,129572,ART,2022,new,Aphomia sociella,Lepidoptera,new 2022,new,NA,2022-07-18,Kevin Toomer,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Arta epicoenalis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Chrysauginae,,Arta,epicoenalis,,,NA,,,,new 2022,observed,NA,NA,,,,2022-07-25,Kevin Toomer,iNat:127873352,,321703,ART,2022,new,Arta epicoenalis,Lepidoptera,new 2022,new,NA,2022-07-25,Kevin Toomer,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Dioryctria abietivorella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,,Dioryctria,abietivorella,,,NA,,,,new 2024,observed,NA,NA,,,,2024-08-30,Kevin Toomer,iNat:238854150,,218479,ART,2024,new,Dioryctria abietivorella,Lepidoptera,new 2024,new,NA,2024-08-30,Kevin Toomer,NA,2024,new,NA,2024,2024,Butterflies & moths (Lepidoptera)
Dioryctria sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Dioryctria,,,,NA,,,,new 2023,observed,NA,NA,,,,2023-07-23,Kevin Toomer,iNat:174510219,,49681,ART,2023,new,Dioryctria sp.,Lepidoptera,new 2023,new,NA,2023-07-23,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Ephestiodes erythrella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Ephestiodes,erythrella,,,NA,,,,new 2023,observed,NA,NA,,,,2023-07-03,Kevin Toomer,iNat:170883951,,219285,ART,2023,new,Ephestiodes erythrella,Lepidoptera,new 2023,new,NA,2023-07-03,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Ephestiodes gilvescentella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Ephestiodes,gilvescentella,,,NA,,,,new 2023,observed,NA,NA,,,,2023-06-27,Kevin Toomer,iNat:169816935,,219286,ART,2023,new,Ephestiodes gilvescentella,Lepidoptera,new 2023,new,NA,2023-06-27,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Euzophera semifuneralis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Euzophera,semifuneralis,,,NA,,,,new 2023,observed,NA,NA,,,,2023-06-13,Kevin Toomer,iNat:167220547,,220023,ART,2023,new,Euzophera semifuneralis,Lepidoptera,new 2023,new,NA,2023-06-13,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Homoeosoma electella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Homoeosoma,electella,,,NA,,,,new 2022,observed,NA,NA,,,,2022-09-14,Kevin Toomer,iNat:135022385,,343382,ART,2022,new,Homoeosoma electella,Lepidoptera,new 2022,new,NA,2022-09-14,Kevin Toomer,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Myelopsis subtetricella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,,Myelopsis,subtetricella,,,NA,,,,new 2023,observed,NA,NA,,,,2023-06-07,Kevin Toomer,iNat:166122484,,225378,ART,2023,new,Myelopsis subtetricella,Lepidoptera,new 2023,new,NA,2023-06-07,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Oreana unicolorella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,,Oreana,unicolorella,,,NA,,,,new 2023,observed,NA,NA,,,,2023-07-04,Kevin Toomer,iNat:171052100,,176496,ART,2023,new,Oreana unicolorella,Lepidoptera,new 2023,new,NA,2023-07-04,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Phycitodes sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Phycitodes,,,,NA,,,,new 2021,observed,NA,NA,,,,2021-08-14,Kevin Toomer,iNat:91150316,,178469,ART,2021,new,Phycitodes sp.,Lepidoptera,new 2021,new,NA,2021-08-14,Kevin Toomer,NA,2021,new,NA,2021,2021,Butterflies & moths (Lepidoptera)
Plodia interpunctella,"Hubner, 1813",,Indian meal moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Plodia,interpunctella,,,NA,exotic (native to South America),,,new 2019,observed,NA,NA,,,,2019-04-12,Andrew Simon,iNat:22399961,,124184,ART,2019,new,Plodia interpunctella,Lepidoptera,new 2019,new,NA,2019-04-12,Andrew Simon,NA,2019,new,NA,2019,2019,Butterflies & moths (Lepidoptera)
Pococera sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Epipaschiinae,,Pococera,,,,NA,,,,new 2020,observed,NA,NA,,,,2020-07-27,Kevin Toomer,iNat:54572726,,321470,ART,2020,new,Pococera sp.,Lepidoptera,new 2020,new,NA,2020-07-27,Kevin Toomer,NA,2020,new,NA,2020,2020,Butterflies & moths (Lepidoptera)
Promylea lunigerella,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,,Promylea,lunigerella,,,NA,,,,new 2021,observed,NA,NA,,,,2021-08-13,Kevin Toomer,iNat:91037097,,477707,ART,2021,new,Promylea lunigerella,Lepidoptera,new 2021,new,NA,2021-08-13,Kevin Toomer,NA,2021,new,NA,2021,2021,Butterflies & moths (Lepidoptera)
Sciota sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Sciota,,,,NA,,,,new 2023,observed,NA,NA,,,,2023-09-02,Kevin Toomer,iNat:181417428,,211617,ART,2023,new,Sciota sp.,Lepidoptera,new 2023,new,NA,2023-09-02,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Hyalophora euryalus,"Boisduval, 1855",,ceanothus silk moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Saturniidae,Saturniinae,Attacini,Hyalophora,euryalus,,,NA,native,SNR,,confirmed,observed,1989-06-02,Tom Stevens,RBCM,ENT991-011465,,2015-05-26,Kristian Sigvardsen,iNat:2883239,,50913,ART,NA,confirmed,Hyalophora euryalus,Lepidoptera,confirmed,confirmed,1989-06-02,2015-05-26,Kristian Sigvardsen,Tom Stevens,NA,confirmed,1989,2015,2015,Butterflies & moths (Lepidoptera)
Hyles gallii,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,Macroglossini,Hyles,gallii,,,NA,,,,new 2023,observed,NA,NA,,,,2023-06-13,Kevin Toomer,iNat:167218628,,118901,ART,2023,new,Hyles gallii,Lepidoptera,new 2023,new,NA,2023-06-13,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Hyles lineata,,,white-lined sphinx,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,Macroglossini,Hyles,lineata,,,NA,,,,new 2019,observed,NA,NA,,,,2019-07-24,hyles',iNat:29494411,,49348,ART,2019,new,Hyles lineata,Lepidoptera,new 2019,new,NA,2019-07-24,hyles',NA,2019,new,NA,2019,2019,Butterflies & moths (Lepidoptera)
Paonias excaecata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Smerinthinae,,Paonias,excaecata,,,NA,,,,new 2017,observed,NA,NA,,,,2017-06-12,Jesse McCleery,iNat:255042403,,49716,ART,2017,new,Paonias excaecata,Lepidoptera,new 2017,new,NA,2017-06-12,Jesse McCleery,NA,2017,new,NA,2017,2017,Butterflies & moths (Lepidoptera)
Sphinx perelegans,"Edwards, 1874",,elegant sphinx,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Sphinginae,Sphingini,Sphinx,perelegans,,,NA,native,SNR,,new 2016,observed,NA,NA,,,,2016-08-23,Tyrel Froese,iNat:3951597,,127167,ART,2016,new,Sphinx perelegans,Lepidoptera,new 2016,new,NA,2016-08-23,Tyrel Froese,NA,2016,new,NA,2016,2016,Butterflies & moths (Lepidoptera)
Tinea pellionella,"Linnaeus, 1758",,case-bearing clothes moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tineoidea,Tineidae,Tineinae,,Tinea,pellionella,,,NA,exotic,unlisted,,new 2018,observed,NA,NA,,,,2018-05-19,Scott Gilmore,iNat:13016963,,193928,ART,2018,new,Tinea pellionella,Lepidoptera,new 2018,new,NA,2018-05-19,Scott Gilmore,NA,2018,new,NA,2018,2018,Butterflies & moths (Lepidoptera)
Astrotischeria sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tischerioidea,Tischeriidae,,,Astrotischeria,,,,NA,,,,new 2024,observed,NA,NA,,,,2024-07-18,Liam Ragan,iNat:230100551,,330514,ART,2024,new,Astrotischeria sp.,Lepidoptera,new 2024,new,NA,2024-07-18,Liam Ragan,NA,2024,new,NA,2024,2024,Butterflies & moths (Lepidoptera)
Acleris britannia,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Tortricini,Acleris,britannia,,,NA,,,,new 2022,observed,NA,NA,,,,2022-09-06,Kevin Toomer,iNat:133939882,,453158,ART,2022,new,Acleris britannia,Lepidoptera,new 2022,new,NA,2022-09-06,Kevin Toomer,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Acleris maccana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Tortricini,Acleris,maccana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-03-23,Kevin Toomer,iNat:152058339,,212339,ART,2023,new,Acleris maccana,Lepidoptera,new 2023,new,NA,2023-03-23,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Acleris maximana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Tortricini,Acleris,maximana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-03-25,Kevin Toomer,iNat:152272933,,212342,ART,2023,new,Acleris maximana,Lepidoptera,new 2023,new,NA,2023-03-25,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Acleris nivisellana,"(Walsingham, 1879)",,snowy-shouldered acleris moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Tortricini,Acleris,nivisellana,,,NA,,,,new 2021,observed,NA,NA,,,,2021-04-18,Andrew Simon,iNat:74345668,,212345,ART,2021,new,Acleris nivisellana,Lepidoptera,new 2021,new,NA,2021-04-18,Andrew Simon,NA,2021,new,NA,2021,2021,Butterflies & moths (Lepidoptera)
Acleris rhombana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Tortricini,Acleris,rhombana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-10-15,Kevin Toomer,iNat:187709487,,470641,ART,2023,new,Acleris rhombana,Lepidoptera,new 2023,new,NA,2023-10-15,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Amorbia cuneanum,"Walsingham, 1879",,western avocado leafroller,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Sparganothini,Amorbia,cuneanum,,,NA,native,,,new 2019,observed,NA,NA,,,,2019-07-26,Ian Toms,iNat:29574689,,495240,ART,2019,new,Amorbia cuneanum,Lepidoptera,new 2019,new,NA,2019-07-26,Ian Toms,NA,2019,new,NA,2019,2019,Butterflies & moths (Lepidoptera)
Archips argyrospila,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,,Archips,argyrospila,,,NA,,,,new 2024,observed,NA,NA,,,,2024-07-13,Kevin Toomer,iNat:229072333,,214078,ART,2024,new,Archips argyrospila,Lepidoptera,new 2024,new,NA,2024-07-13,Kevin Toomer,NA,2024,new,NA,2024,2024,Butterflies & moths (Lepidoptera)
Argyrotaenia dorsalana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Argyrotaenia,dorsalana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-07-03,Kevin Toomer,iNat:170883761,,454807,ART,2023,new,Argyrotaenia dorsalana,Lepidoptera,new 2023,new,NA,2023-07-03,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Argyrotaenia provana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Argyrotaenia,provana,,,NA,,,,new 2021,observed,NA,NA,,,,2021-08-13,Kevin Toomer,iNat:91037475,,477638,ART,2021,new,Argyrotaenia provana,Lepidoptera,new 2021,new,NA,2021-08-13,Kevin Toomer,NA,2021,new,NA,2021,2021,Butterflies & moths (Lepidoptera)
Catastega sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,Catastega,,,,NA,,,,new 2024,observed,NA,NA,,,,2024-04-26,Liam Ragan,iNat:209976727,,318535,ART,2024,new,Catastega sp.,Lepidoptera,new 2024,new,NA,2024-04-26,Liam Ragan,NA,2024,new,NA,2024,2024,Butterflies & moths (Lepidoptera)
Choristoneura fumiferana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,,Choristoneura,fumiferana,,,NA,,,,new 2024,observed,NA,NA,,,,2024-08-10,Kevin Toomer,iNat:234940986,,208521,ART,2024,new,Choristoneura fumiferana,Lepidoptera,new 2024,new,NA,2024-08-10,Kevin Toomer,NA,2024,new,NA,2024,2024,Butterflies & moths (Lepidoptera)
Choristoneura occidentalis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Choristoneura,occidentalis,,,NA,,,,new 2023,observed,NA,NA,,,,2023-08-07,Kevin Toomer,iNat:177217524,,1430395,ART,2023,new,Choristoneura occidentalis,Lepidoptera,new 2023,new,NA,2023-08-07,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Choristoneura rosaceana,"(Harris, 1841)",,oblique-banded leafroller moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Choristoneura,rosaceana,,,NA,,,,new 2019,observed,NA,NA,,,,2019-08-05,Kevin Toomer,iNat:30277130,,143728,ART,2019,new,Choristoneura rosaceana,Lepidoptera,new 2019,new,NA,2019-08-05,Kevin Toomer,NA,2019,new,NA,2019,2019,Butterflies & moths (Lepidoptera)
Clepsis clemensiana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Clepsis,clemensiana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-07-27,Kevin Toomer,iNat:175223033,,217188,ART,2023,new,Clepsis clemensiana,Lepidoptera,new 2023,new,NA,2023-07-27,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Clepsis consimilana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Clepsis,consimilana,,,NA,,,,new 2022,observed,NA,NA,,,,2022-07-25,Kevin Toomer,iNat:127871125,,319133,ART,2022,new,Clepsis consimilana,Lepidoptera,new 2022,new,NA,2022-07-25,Kevin Toomer,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Clepsis peritana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Clepsis,peritana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-08-13,Kevin Toomer,iNat:178412616,,132789,ART,2023,new,Clepsis peritana,Lepidoptera,new 2023,new,NA,2023-08-13,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Endothenia nubilana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Olethreutini,Endothenia,nubilana,,,NA,,,,new 2022,observed,NA,NA,,,,2022-07-20,Kevin Toomer,iNat:127106690,,416970,ART,2022,new,Endothenia nubilana,Lepidoptera,new 2022,new,NA,2022-07-20,Kevin Toomer,NA,2022,new,NA,2022,2022,Butterflies & moths (Lepidoptera)
Epinotia albangulana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Epinotia,albangulana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-05-15,Kevin Toomer,iNat:161871136,,453305,ART,2023,new,Epinotia albangulana,Lepidoptera,new 2023,new,NA,2023-05-15,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Epinotia johnsonana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Epinotia,johnsonana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-07-19,Kevin Toomer,iNat:173782246,,361103,ART,2023,new,Epinotia johnsonana,Lepidoptera,new 2023,new,NA,2023-07-19,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Epinotia lomonana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Epinotia,lomonana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-10-14,Kevin Toomer,iNat:187538524,,219335,ART,2023,new,Epinotia lomonana,Lepidoptera,new 2023,new,NA,2023-10-14,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Epinotia radicana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Epinotia,radicana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-09-04,Kevin Toomer,iNat:181795013,,219343,ART,2023,new,Epinotia radicana,Lepidoptera,new 2023,new,NA,2023-09-04,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Eucopina siskiyouana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Eucopina,siskiyouana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-06-07,Kevin Toomer,iNat:166131553,,472658,ART,2023,new,Eucopina siskiyouana,Lepidoptera,new 2023,new,NA,2023-06-07,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Eulia ministrana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Cochylini,Eulia,ministrana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-05-18,Kevin Toomer,iNat:162329462,,219735,ART,2023,new,Eulia ministrana,Lepidoptera,new 2023,new,NA,2023-05-18,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Hedya nubiferana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Olethreutini,Hedya,nubiferana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-06-09,Kevin Toomer,iNat:166431547,,320099,ART,2023,new,Hedya nubiferana,Lepidoptera,new 2023,new,NA,2023-06-09,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Hedya ochroleucana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Olethreutini,Hedya,ochroleucana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-06-29,Kevin Toomer,iNat:170135870,,220996,ART,2023,new,Hedya ochroleucana,Lepidoptera,new 2023,new,NA,2023-06-29,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Notocelia rosaecolana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Notocelia,rosaecolana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-08-10,Kevin Toomer,iNat:177708192,,320836,ART,2023,new,Notocelia rosaecolana,Lepidoptera,new 2023,new,NA,2023-08-10,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Orthotaenia undulana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,Orthotaenia,undulana,,,NA,,,,new 2024,observed,NA,NA,,,,2024-07-20,Kevin Toomer,iNat:230569494,,226652,ART,2024,new,Orthotaenia undulana,Lepidoptera,new 2024,new,NA,2024-07-20,Kevin Toomer,NA,2024,new,NA,2024,2024,Butterflies & moths (Lepidoptera)
Pandemis heparana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Pandemis,heparana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-08-23,Kevin Toomer,iNat:179994772,,321981,ART,2023,new,Pandemis heparana,Lepidoptera,new 2023,new,NA,2023-08-23,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
Proteoteras aesculana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Proteoteras,aesculana,,,NA,,,,new 2023,observed,NA,NA,,,,2023-05-14,Kevin Toomer,iNat:161830955,,228844,ART,2023,new,Proteoteras aesculana,Lepidoptera,new 2023,new,NA,2023-05-14,Kevin Toomer,NA,2023,new,NA,2023,2023,Butterflies & moths (Lepidoptera)
