"","Taxon","Taxon.Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Origin","Status","Reporting.Status","Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"426","Agrostis scabra","Willd.","","hair bentgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","native","S5","reported","unobserved","1979-07-09","Harvey Janszen","RBCM","V097864",1949546889,"","","","",75319,"VAS"
"427","Agrostis stolonifera","L.","","creeping bentgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","","","new 2021","observed","","","","",NA,"2021-07-01","Andrew Simon","https://www.inaturalist.org/observations/85291237","",69931,"VAS"
"428","Aira caryophyllea","L.","","silver hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Aira","exotic","SNA","confirmed","observed","1975-05-31","Angela Wood","RBCM","V097146",1949546264,"2015-05-28","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2625010","",52694,"VAS"
"429","Aira praecox","L.","","early hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Aira","exotic","SNA","confirmed","observed","1981-04-27","Harvey Janszen","RBCM","V113537",1949562644,"2016-07-10","Andrew Simon","http://www.inaturalist.org/observations/3664526","",61058,"VAS"
"430","Ajuga reptans","L.","","bugle-weed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Lamiales",NA,NA,"Lamiaceae","","","Ajuga","exotic","SNA","new 2013","observed","","","","",NA,"2013-04-21","Felix Erhard","http://www.inaturalist.org/observations/2588447","",56099,"VAS"
"431","Alcea rosea","L.","","hollyhock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Malvales",NA,NA,"Malvaceae","","","Alcea","exotic","SNA","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",62205,"VAS"
"432","Allium acuminatum","Hook.","","Hooker's onion","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales",NA,NA,"Amaryllidaceae","","","Allium","native","S5","confirmed","observed","1958-05-18","W. M. Bird","UBC","V80091",NA,"2016-05-25","Adam Huggins","http://www.inaturalist.org/observations/3318703","",59782,"VAS"
"433","Allium amplectens","Torr.","","slimleaf onion","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales",NA,NA,"Amaryllidaceae","","","Allium","native","S3","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-05-31","Sarah Tweedale","https://www.inaturalist.org/observations/6447929","",60267,"VAS"
"434","Allium cernuum","Roth","","nodding onion","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales",NA,NA,"Amaryllidaceae","","","Allium","native","S5","confirmed","observed","1996-05-21","Jenifer Penny, Charlotte Norris, & Harvey Janszen","RBCM","V178592",1949627030,"2016-05-25","Adam Huggins","http://www.inaturalist.org/observations/3318682","",116364,"VAS"
"435","Allium vineale","L.","","field garlic","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales",NA,NA,"Amaryllidaceae","Allioideae","","Allium","exotic","SNA","new 2019","observed","","","","",NA,"2019-06-26","Adam Huggins","https://www.inaturalist.org/observations/27844109","",75371,"VAS"
"436","Allotropa virgata","Torr. & A. Gray","","candystick","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Monotropoideae","","Allotropa","native","S4","confirmed","observed","1982-06-05","Harvey Janszen","RBCM","V119983",1949568884,"2018-05-10","Andrew Simon","https://www.inaturalist.org/observations/12345119","matsutake associate",62481,"VAS"
"437","Alnus rubra","Bong.","","red alder","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Fagales",NA,NA,"Betulaceae","","","Alnus","native","S5","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2012-02-05","Ian Guthrie","http://www.inaturalist.org/observations/4171727","",56034,"VAS"
"438","Alopecurus geniculatus","L.","","water meadow-foxtail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Alopecurus","exotic","SNA","reported","unobserved","1975-08-15","Angela Wood","RBCM","V097685",1949546729,"","","","Wet farm field sec-L-57",71140,"VAS"
"439","Alopecurus pratensis","L.","","meadow-foxtail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Alopecurus","exotic","SNA","reported","unobserved","1981-07-16","Harvey Janszen","RBCM","V113802",1949562841,"","","","Meadow and farm fields",71141,"VAS"
"440","Amaranthus powellii","S. Watson","","Powell's amaranth","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Amaranthaceae","Amaranthoideae","","Amaranthus","exotic","SNA","confirmed","observed","1905-06-20","Harvey Janszen","RBCM","V113852",1949562824,"2016-07-31","Andrew Simon","http://www.inaturalist.org/observations/3786981","",75398,"VAS"
"441","Amaranthus retroflexus","L.","","rough pigweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Amaranthaceae","Amaranthoideae","","Amaranthus","exotic","SNA","new 2018","observed","","","","",NA,"2018-09-10","Christopher Heffley","https://www.inaturalist.org/observations/16400876","",58776,"VAS"
"442","Ambrosia chamissonis","(Less.) Greene","","silver burweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Ambrosia","native","S5","new 2016","observed","","","","",NA,"2016-06-05","Andrew Simon","http://www.inaturalist.org/observations/3404260","",71135,"VAS"
"443","Amelanchier alnifolia","Lindl.","","saskatoon","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Amelanchier","native","S5","confirmed","observed","1980-03-29","Hans Roemer","ER 128 Inventory","",NA,"2015-03-13","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2580241","",80360,"VAS"
"444","Amsinckia menziesii","(Lehm.) A. Nelson & J.F. Macbr.","","small-flowered fiddleneck","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Boraginales",NA,NA,"Boraginaceae","Boraginoidea","","Amsinckia","native","S5","confirmed","observed","1984-06-02","Harvey Janszen","RBCM","V129555",1949578498,"2017-04-30","Andrew Simon","https://www.inaturalist.org/observations/6047543","Bellhouse; dry hayfield",55436,"VAS"
"445","Anaphalis margaritacea","(L.) Benth. & Hook.f.","","pearly everlasting","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Anaphalis","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-06-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2564129","",52833,"VAS"
"446","Andromeda polifolia var. polifolia","L.","","bog-rosemary","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Vaccinioideae","","Andromeda","native","S4","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",119892,"VAS"
"447","Angelica genuflexa","Nutt.","","kneeling angelica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Apiales",NA,NA,"Apiaceae","","","Angelica","native","S5","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",75450,"VAS"
"448","Anisocarpus madioides","Nutt.","","woodland tarweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Anisocarpus","native","S5","confirmed","observed","1986-08-17","William J. Crins","UBC","V190868",NA,"2015-05-14","Andrew Simon","http://www.inaturalist.org/observations/2617714","reported as Madia madioides",53137,"VAS"
"449","Anthemis cotula","L.","","stinking chamomile","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Anthemis","exotic","SNA","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",52841,"VAS"
"450","Anthoxanthum aristatum spp. aristatum","Boiss.","","annual vernalgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Anthoxanthum","exotic","SNA","confirmed","observed","1981-07-07","Harvey Janszen","RBCM","V113759",1949562820,"2015-05-04","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2569330","",75472,"VAS"
"451","Anthoxanthum odoratum","L.","","sweet vernalgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Anthoxanthum","exotic","SNA","confirmed","observed","1975-06-07","Angela Wood","RBCM","V097414",1949546363,"2015-04-21","Andrew Simon","http://www.inaturalist.org/observations/2567283","",75475,"VAS"
"452","Anthriscus caucalis","M. Bieb.","","bur chervil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Apiales",NA,NA,"Apiaceae","","","Anthriscus","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-04-23","Andrew Simon","http://www.inaturalist.org/observations/3027391","",52846,"VAS"
"453","Anthriscus sylvestris","(L.) Hoffm.","","wild chervil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Apiales",NA,NA,"Apiaceae","Apioideae","","Anthriscus","exotic","SNA","new 2019","observed","","","","",NA,"2019-04-29","Andrew Simon","https://www.inaturalist.org/observations/24768191","",124544,"VAS"
"454","Aphanes arvensis","L.","","field parsley-piert","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Aphanes","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-02-25","Andrew Simon","https://www.inaturalist.org/observations/5178091","",158445,"VAS"
"455","Aphanes occidentalis","(Nutt. ex Torr. & A. Gray) Rydb.","","western parsley-piert","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","Rosoideae","","Aphanes","native","S5","confirmed","observed","1983-05-01","Gerald B. Straley","UBC","V178669",NA,"2019-02-24","Andrew Simon","https://www.inaturalist.org/observations/20739000","Coon Bay; exposed, grassy rocky areas above sea",64548,"VAS"
"456","Aphyllon californicum ssp. californicum","(Cham. & Schltdl.) A. Gray","","California broomrape","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Lamiales",NA,NA,"Orobanchaceae","","","Aphyllon","native","S4","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","Reported as Orobanche californica",802458,"VAS"
"457","Aphyllon purpureum","(A. Heller) Holub","","western one-flowered broomrape","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Lamiales",NA,NA,"Orobanchaceae","","","Aphyllon","native","S5","confirmed","observed","1961-05-08","J. A. Calder","UBC","V224992",NA,"2007-05-04","Karolle Wall","https://www.inaturalist.org/observations/5672024","Reported as Orobanche uniflora",739040,"VAS"
"458","Apocynum androsaemifolium","L.","","spreading dogbane","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Gentianales",NA,NA,"Apocynaceae","Apocynoideae","","Apocynum","native","S5","reported","unobserved","1984-06-02","Harvey Janszen","RBCM","V129556",NA,"","","","Hydro cut line on Montague Harbour Road",47359,"VAS"
"459","Aquilegia formosa var. formosa","Fisch. ex DC.","","western columbine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales",NA,NA,"Ranunculaceae","","","Aquilegia","native","S5","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V097819",NA,"2020-04-24","Andrew Simon","http://www.inaturalist.org/observations/3028222","Gorge between Mt Galiano and Mt Sutil",48244,"VAS"
"460","Arabis eschscholtziana","Andrz.","","Eschscholtz's rockcress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Brassicales",NA,NA,"Brassicaceae","","","Arabis","native","S5","confirmed","observed","1930-04-14","William Newcombe","RBCM","V025791",1949475366,"2016-04-23","Andrew Simon","http://www.inaturalist.org/observations/3028222","",75494,"VAS"
"461","Arbutus menziesii","Pursh","","arbutus","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Arbutoideae","","Arbutus","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2011-07-25","lesfreck","https://www.inaturalist.org/observations/86518609","",51046,"VAS"
"462","Arceuthobium douglasii","Engelm.","","Douglas' dwarf mistletoe","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Santalales",NA,NA,"Viscaceae","","","Arceuthobium","native","S4S5","new 2016","observed","","","","",NA,"2016-03-20","Alison, Laura and Malcolm Colwell","http://www.inaturalist.org/observations/2809040","",75500,"VAS"
"463","Arctium lappa","L.","","greater burdock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales",NA,NA,"Asteraceae","Carduoideae","Cardueae","Arctium","","","new 2020","observed","","","","",NA,"2020-08-10","Sylvie Hawkes","https://www.inaturalist.org/observations/62565821","",75501,"VAS"
"464","Arctium minus","(Hill.) Bernh.","","common burdock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Carduoideae","","Arctium","exotic","SNA","confirmed","observed","1975-01-01","Harvey Janszen","RBCM","?",NA,"2015-07-08","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2563307","",59570,"VAS"
"465","Arctostaphylos columbiana","Piper","","hairy manzanita","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Arbutoideae","","Arctostaphylos","native","S5","confirmed","observed","1961-05-08","J. A. Calder","UBC","V103511",NA,"2015-02-22","Kristian Sigvardsen","http://inaturalist.ca/observations/2881736","",75505,"VAS"
"466","Arctostaphylos uva-ursi","(L.) Spreng.","","kinnikinnick","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Arbutoideae","","Arctostaphylos","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-08-14","Adam Huggins","http://www.inaturalist.org/observations/3889075","",68049,"VAS"
"467","Arctostaphylos x media","Greene","","northwestern manzanita","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Arbutoideae","","Arctostaphylos","native","S4","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","Stockade Hill",712206,"VAS"
"468","Arenaria serpyllifolia var. serpyllifolia","L.","","thyme-leaved sandwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Caryophyllaceae","","","Arenaria","exotic","SNA","reported","unobserved","1979-06-28","Harvey Janszen","RBCM","V097814",1949546763,"","","","reported as Arenaria serpyllifoliavar. serpyllifolia(V097814)",75553,"VAS"
"469","Argentina anserina","L.","(Howell) Rousi","Pacific silverweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Argentina","native","S5","confirmed","observed","1974-07-14","S. Keene","RBCM","V104942",1949553646,"2015-03-04","Andrew Simon","https://www.inaturalist.org/observations/2566457","reported as Argentina anserina (V104942); H. Janszen also reports P. egedii (RBCM V097827), a segregate of P.anserina that is not recognized by the FPNW2",61097,"VAS"
"470","Armeria maritima","(Mill.) Willd.","","thrift","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Plumbaginaceae","","","Armeria","exotic","S4","new 2017","observed","","","","",NA,"2017-04-14","Kris Krüg","http://inaturalist.ca/observations/5705865","",60476,"VAS"
"471","Arrhenatherum elatius ssp. elatius","(L.) P. Beauv. ex J. Presl & C. Presl","","tall oatgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Arrhenatherum","exotic","SNA","reported","unobserved","1981-07-16","Harvey Janszen","RBCM","V113797",1949562858,"","","","reported as Arrhenatherum elatiusvar. elatius (V113797);Retreat Cove; meadow",75583,"VAS"
"472","Artemisia campestris ssp. pacifica","L.","(Nutt.) H.M. Hall & Clem.","northern wormwood","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Artemisia","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2021-05-01","Andrew Simon","https://www.inaturalist.org/observations/79112170","Rocks immediately along shore. Look on headlands just seaward of Juniperus maritima forests.",361656,"VAS"
"473","Artemisia suksdorfii","Piper","","Suksdorf's mugwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Artemisia","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-07-31","Adam Huggins","http://www.inaturalist.org/observations/3779806","",75597,"VAS"
"474","Asplenium trichomanes ssp. trichomanes","L.","","maidenhair spleenwort","Plantae","Pteridophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales",NA,NA,"Aspleniaceae","","","Asplenium","native","S5","new 2016","observed","","","","",NA,"2016-06-27","Adam Huggins","http://www.inaturalist.org/observations/3536017","",75609,"VAS"
"475","Athyrium filix-femina ssp. cyclosorum","(L.) Roth ex Mertens","(Rupr.) C. Chr.","lady fern","Plantae","Pteridophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales",NA,NA,"Athyriaceae","","","Athyrium","native","S5","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2015-04-04","Andrew Simon","http://www.inaturalist.org/observations/2567709","",52669,"VAS"
"476","Athysanus pusillus","(Hook.) Greene","","common sandweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Brassicales",NA,NA,"Brassicaceae","","","Athysanus","native","S5","confirmed","observed","1978-03-27","Harvey Janszen","RBCM","V097781",1949546842,"2020-04-09","Andrew Simon","https://www.inaturalist.org/observations/41788597","",58069,"VAS"
