"","Taxon","Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Genus","Tribe","Origin","Status","Reporting.Status","iNat.Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"1909","Contopus sordidulus","(Sclater, 1859)",NA,"western wood-pewee","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Tyrannidae","","Contopus",NA,"native","S5B (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",16079,"BIR"
"1910","Corvus brachyrhynchos","Baird, 1858",NA,"northwestern crow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Corvidae","","Corvus",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2012-07-23","lesfreck","https://www.inaturalist.org/observations/86523788","",8018,"BIR"
"1911","Corvus corax","Linnaeus, 1758",NA,"common raven","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Corvidae","","Corvus",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-02-12","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2565259","",8010,"BIR"
"1912","Cyanocitta stelleri","(Gmelin, 1788)",NA,"Steller's jay","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Corvidae","","Cyanocitta",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-03-29","Michael Hoebel","http://www.inaturalist.org/observations/4046909","",8234,"BIR"
"1913","Cygnus buccinator","Richardson, 1832",NA,"trumpeter swan","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Cygnus",NA,"native","S4B,S5N (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2018-01-25","Jen Kovach","https://www.inaturalist.org/observations/9616415","",6915,"BIR"
"1914","Cygnus olor","(Gmelin, 1789)",NA,"mute swan","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Cygnus",NA,"exotic","unlisted","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",6921,"BIR"
"1915","Cypseloides niger","(Gmelin, 1789)",NA,"black swift","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Caprimulgiformes",NA,NA,"Apodidae","","Cypseloides",NA,"native","S2S3B (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",6667,"BIR"
"1916","Dendragapus fuliginosus","(Ridgway, 1873)",NA,"sooty grouse","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Galliformes",NA,NA,"Phasianidae","","Dendragapus",NA,"native","S4 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2017-04-28","Andrew Simon","https://www.inaturalist.org/observations/6019290","",72797,"BIR"
"1917","Dryobates pubescens","(Linnaeus, 1766)",NA,"downy woodpecker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,"Picidae","","Dryobates",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-03-26","Kristian Sigvardsen","http://www.inaturalist.org/observations/2926951","",792988,"BIR"
"1918","Dryobates villosus","(Linnaeus, 1766)",NA,"hairy woodpecker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,"Picidae","","Dryobates",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-04-23","Andrew Simon","http://www.inaturalist.org/observations/3030496","",792990,"BIR"
"1919","Dryocopus pileatus","(Linnaeus, 1758)",NA,"pileated woodpecker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,"Picidae","","Dryocopus",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2010-05-22","Burl Jantzen","https://www.inaturalist.org/observations/69729558","",17855,"BIR"
"1920","Empidonax difficilis","Baird, 1858",NA,"Pacific-slope flycatcher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Tyrannidae","","Empidonax",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-06-20","Bridgit Spencer","http://www.inaturalist.org/observations/2380925","",16598,"BIR"
"1921","Empidonax hammondii","(Xantus de Vesey, 1858)",NA,"Hammond’s flycatcher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Tyrannidae","","Empidonax",NA,"native","S5B (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",16624,"BIR"
"1922","Empidonax traillii","(Audubon, 1828)",NA,"willow flycatcher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Tyrannidae","","Empidonax",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-07-15","Michael Hoebel","http://www.inaturalist.org/observations/4046901","",16611,"BIR"
"1923","Eremophila alpestris","(Linnaeus, 1758)",NA,"horned lark","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Alaudidae","","Eremophila",NA,"native","S5?B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2017-09-16","Michael Hoebel","https://www.inaturalist.org/observations/19548104","",7294,"BIR"
"1924","Euphagus cyanocephalus","(Wagler, 1829)",NA,"Brewer’s blackbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Icteridae","","Euphagus",NA,"native","S5 (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",10325,"BIR"
"1925","Falco columbarius","Linnaeus, 1758",NA,"merlin","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Falconiformes",NA,NA,"Falconidae","","Falco",NA,"native","S5 (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",4672,"BIR"
"1926","Falco peregrinus","Tunstall, 1771",NA,"peregrine falcon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Falconiformes",NA,NA,"Falconidae","","Falco",NA,"native","1-SC (SARA)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2009-08-15","Michael Hoebel","http://www.inaturalist.org/observations/4046871","",4647,"BIR"
"1927","Falco sparverius","Linnaeus, 1758",NA,"American kestrel","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Falconiformes",NA,NA,"Falconidae","","Falco",NA,"native","S4S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2019-09-16","Peter Thompson & Michael Hoebel","https://www.inaturalist.org/observations/34346539","",4665,"BIR"
"1928","Gallinago delicata","Ord, 1825",NA,"Wilson’s snipe","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Scolopacidae","","Gallinago",NA,"native","S5B (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",144496,"BIR"
"1929","Gavia immer","(Brunnich, 1764)",NA,"common loon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Gaviiformes",NA,NA,"Gaviidae","","Gavia",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2012-04-19","B.J. Stacey","http://www.inaturalist.org/observations/167230","",4626,"BIR"
"1930","Gavia pacifica","(Lawrence, 1858)",NA,"Pacific loon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Gaviiformes",NA,NA,"Gaviidae","","Gavia",NA,"native","S4B,S3S4N (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-11-28","bobmcd’","http://inaturalist.ca/observations/2437268","",4621,"BIR"
"1931","Gavia stellata","(Pontoppidan, 1763)",NA,"red-throated loon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Gaviiformes",NA,NA,"Gaviidae","","Gavia",NA,"native","S4 (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",4627,"BIR"
"1932","Geothlypis tolmiei","(Townsend, 1839)",NA,"MacGillivray's warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Parulidae","","Geothlypis",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2013-05-17","Michael Hoebel","http://www.inaturalist.org/observations/4046991","",145223,"BIR"
"1933","Geothlypis trichas","(Linnaeus, 1766)",NA,"common yellowthroat","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Parulidae","","Geothlypis",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2011-05-10","Michael Hoebel","http://www.inaturalist.org/observations/4046958","",9721,"BIR"
"1934","Glaucidium californicum","(PL Sclater, 1857)",NA,"northern pygmy owl","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Strigiformes",NA,NA,"Strigidae","","Glaucidium",NA,"native","S4B (2015)","reported","unobserved","1994-03-25","Aziza Cooper","eBird","",NA,"","","","",237013,"BIR"
"1935","Haematopus bachmani","Audubon, 1838",NA,"black oystercatcher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Haematopodidae","","Haematopus",NA,"native","S4 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2008-07-26","hdcooper","https://www.inaturalist.org/observations/67005477","",4838,"BIR"
"1936","Haemorhous mexicanus","(Müller, 1776)",NA,"house finch","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Fringillidae","","Haemorhous",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-05-28","Sarah Tweedale","http://www.inaturalist.org/observations/4041658","",199840,"BIR"
"1937","Haemorhous purpureus","(Gmelin, 1789)",NA,"purple finch","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Fringillidae","","Haemorhous",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2009-04-25","Michael Hoebel","http://www.inaturalist.org/observations/4046920","",199841,"BIR"
"1938","Haliaeetus leucocephalus washingtoniensis","(Linnaeus, 1766)",NA,"bald eagle","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Accipitriformes",NA,NA,"Accipitridae","","Haliaeetus",NA,"native","S5B,S5N (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2014-05-06","Chessi Miltner","http://www.inaturalist.org/observations/3598548","",126771,"BIR"
"1939","Hirundo rustica","(Linnaeus, 1758)",NA,"barn swallow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Hirundinidae","","Hirundo",NA,"native","S3S4B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-08-08","Andrew Simon","http://www.inaturalist.org/observations/3840481","",11901,"BIR"
"1940","Histrionicus histrionicus","(Linnaeus, 1758)",NA,"harlequin duck","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Histrionicus",NA,"native","S4B,S3N (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-03-16","Sarah Tweedale","http://www.inaturalist.org/observations/4041645","",7111,"BIR"
"1941","Ixoreus naevius","Gmelin, 1789",NA,"varied thrush","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Turdidae","","Ixoreus",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-12-15","Michael Hoebel","http://www.inaturalist.org/observations/4046990","",145088,"BIR"
"1942","Junco hyemalis","(Linnaeus, 1758)",NA,"dark-eyed junco","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Passerellidae","","Junco",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-02-15","Andrew Simon","http://www.inaturalist.org/observations/2565000","",10094,"BIR"
"1943","Lanius borealis","Vieillot, 1808",NA,"northern shrike","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Laniidae","","Lanius",NA,"native","S4B,S4N (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2018-12-17","Adam Jermakow","https://www.inaturalist.org/observations/19202265","",558512,"BIR"
"1944","Larus argentatus","Pontoppidan, 1763",NA,"herring gull","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Laridae","Larinae","Larus",NA,"native","S4 (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",204533,"BIR"
"1945","Larus californicus","(Lawrence, 1854)",NA,"California gull","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Laridae","Larinae","Larus",NA,"native","S2S3B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2017-09-11","bobmcd’","https://www.inaturalist.org/observations/7917878","",4385,"BIR"
"1946","Larus canus","Linnaeus, 1758",NA,"mew gull","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Laridae","Larinae","Larus",NA,"native","S4B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-03-20","Sarah Tweedale","http://www.inaturalist.org/observations/4041809","",4356,"BIR"
"1947","Larus delawarensis","Ord, 1815",NA,"ring-billed gull","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Laridae","Larinae","Larus",NA,"native","S4?B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2010-10-23","Michael Hoebel","http://www.inaturalist.org/observations/4046992","",4364,"BIR"
"1948","Larus glaucescens","(Naumann, 1840)",NA,"glaucous-winged gull","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Laridae","Larinae","Larus",NA,"native","S4?B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-02-12","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2565756","Many of our birds are hybrids (Larus glaucescens × occidentalis)",4399,"BIR"
"1949","Larus glaucoides thayeri","Brooks, WS, 1915",NA,"Iceland gull","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Laridae","Larinae","Larus",NA,"native","S5N (2017)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",556736,"BIR"
"1950","Larus heermanni","Cassin, 1852",NA,"Heermann’s gull","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Laridae","Larinae","Larus",NA,"native","SUN (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",4353,"BIR"
"1951","Larus occidentalis","(Audubon, 1839)",NA,"western gull","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Laridae","Larinae","Larus",NA,"native","SUN (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","Many of our birds are hybrids (Larus glaucescens × occidentalis)",4345,"BIR"
"1952","Leiothlypis celata","(Say, 1823)",NA,"orange-crowned warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Parulidae","","Leiothlypis",NA,"native","S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-04-09","Kristian Sigvardsen","http://www.inaturalist.org/observations/2926959","",979757,"BIR"
"1953","Limnodromus scolopaceus","(Say, 1823)",NA,"long-billed dowitcher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,"Scolopacidae","","Limnodromus",NA,"native","S4N (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2013-10-07","Michael Hoebel","http://www.inaturalist.org/observations/4054132","",3873,"BIR"
"1954","Lophodytes cucullatus","(Linnaeus, 1758)",NA,"hooded merganser","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Lophodytes",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2014-01-04","Michael Hoebel","http://www.inaturalist.org/observations/4046955","",7109,"BIR"
"1955","Loxia curvirostra","Linnaeus, 1758",NA,"red crossbill","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,"Fringillidae","","Loxia",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2015-06-19","Bridgit Spencer","http://www.inaturalist.org/observations/2380928","",10411,"BIR"
"1956","Mareca americana","(Gmelin, 1789)",NA,"American wigeon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Mareca",NA,"native","S5B,S5N (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2017-12-25","Kevin Toomer","https://www.inaturalist.org/observations/9261664","",485176,"BIR"
"1957","Mareca penelope","(Linnaeus, 1758)",NA,"Eurasian wigeon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Mareca",NA,"native","SNRN (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","Reported as Anas penelope",558441,"BIR"
"1958","Mareca strepera","(Linnaeus, 1758)",NA,"gadwall","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Mareca",NA,"native","S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-08-13","Adam Huggins","http://www.inaturalist.org/observations/3889102","",558439,"BIR"
"1959","Megaceryle alcyon","(Linnaeus, 1758)",NA,"belted kingfisher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Coraciiformes",NA,NA,"Alcedinidae","","Megaceryle",NA,"native","S4S5B (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2009-07-28","Karolle Wall","https://www.inaturalist.org/observations/97176968","",2548,"BIR"
"1960","Megascops kennicottii","(Elliot, 1867)",NA,"western screech owl","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Strigiformes",NA,NA,"Strigidae","","Megascops",NA,"native","S4 (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",19743,"BIR"
"1961","Melanitta americana","(Swainson, 1832)",NA,"black scoter","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Melanitta",NA,"native","S3S4N (2015)","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"","","","",144220,"BIR"
"1962","Melanitta deglandi","(Bonaparte, 1850)",NA,"white-winged scoter","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Melanitta",NA,"native","S4S5 (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2017-04-22","Michael Hoebel","https://www.inaturalist.org/observations/19548057","",144222,"BIR"
"1963","Melanitta perspicillata","(Linnaeus, 1758)",NA,"surf scoter","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,"Anatidae","","Melanitta",NA,"native","S3B,S4N (2015)","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","",NA,"2016-03-18","Keith Valentine","http://www.inaturalist.org/observations/2800323","",7036,"BIR"
