Taxon,Referred iNaturalist Name,Referred iNaturalist Id,Indexed iNaturalist Name,ID,Corrected.ID,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name
Spergularia rubra,Spergularia rubra,55730,Spergularia rubra,55730,55730,(L.) J. Presl. & C. Presl.,,red sand-spurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,rubra,,,,exotic,unlisted,,confirmed,observed,1975-08-13,Angela Wood,RBCM,V097726,1949546726,2015-06-05,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2563737,,55730,VAS,accepted,55730,Spergularia rubra,Spergularia rubra
Spiraea douglasii var. douglasii,Spiraea douglasii douglasii,243048,Spiraea douglasii,62493,243048,Hook.,,hardhack,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,douglasii,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2015-07-02,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2561767,,62493,VAS,accepted,243048,Spiraea douglasii douglasii,Spiraea douglasii
Spiranthes romanzoffiana,Spiranthes romanzoffiana,50743,Spiranthes romanzoffiana,50743,50743,Cham.,,hooded ladies' tresses,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,,Spiranthes,romanzoffiana,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-14,Andrew Simon,http://www.inaturalist.org/observations/3680252,,50743,VAS,accepted,50743,Spiranthes romanzoffiana,Spiranthes romanzoffiana
Spirodela polyrhiza,Spirodela polyrhiza,57867,Spirodela polyrhiza,57867,57867,(L.) Schleid.,,great duckweed,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Lemnoideae,,Spirodela,polyrhiza,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-05,Andrew Simon,http://www.inaturalist.org/observations/3672168,,57867,VAS,accepted,57867,Spirodela polyrhiza,Spirodela polyrhiza
Stachys chamissonis var. cooleyae,Stachys chamissonis cooleyae,52627,Stachys chamissonis cooleyae,52627,52627,Benth.,(A. Heller) G.A. Mulligan & D.B. Munro,Cooley's hedge-nettle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,chamissonis,,,cooleyae,native,S5,,confirmed,observed,1980-04-12,Harvey Janszen,ER 128 Inventory,,,2016-06-05,Andrew Simon,http://www.inaturalist.org/observations/3395931,,52627,VAS,invalid,52627,Stachys chamissonis cooleyae,Stachys chamissonis cooleyae
Stellaria borealis ssp. sitchana,Stellaria borealis sitchana,60996,Stellaria borealis sitchana,60996,60996,Bigelow,(Steud.) Piper & Beattie,boreal starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,borealis,,sitchana,,native,S5,,confirmed,observed,1975-05-25,Angela Wood,RBCM,V097367,1949546323,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2625810,,60996,VAS,accepted,60996,Stellaria borealis sitchana,Stellaria borealis sitchana
Stellaria crispa,Stellaria crispa,79201,Stellaria crispa,79201,79201,Cham. & Schltdl.,,crisp starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,crispa,,,,native,S5,,confirmed,observed,1975-06-08,Angela Wood,RBCM,V097244,1949546444,2016-07-10,Adam Huggins,http://www.inaturalist.org/observations/3654411,,79201,VAS,accepted,79201,Stellaria crispa,Stellaria crispa
Stellaria graminea,Stellaria graminea,61948,Stellaria graminea,61948,61948,L.,,grass-leaved starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,graminea,,,,exotic,unlisted,,new 2015,observed,,,,,,2015-05-14,Andrew Simon,http://www.inaturalist.org/observations/2617682,,61948,VAS,accepted,61948,Stellaria graminea,Stellaria graminea
Stellaria media,Stellaria media,1087592,Stellaria media,53298,1087592,(L.) Vill.,,common chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,media,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-03-26,Andrew Simon,http://www.inaturalist.org/observations/2588223,,53298,VAS,accepted,1087592,Stellaria media,Stellaria media
Stellaria nitens,Stellaria nitens,57007,Stellaria nitens,57007,57007,Nutt.,,shining starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,nitens,,,,native,S5,,confirmed,observed,1983-05-01,Gerald B. Straley,UBC,V178685,,2017-04-20,Andrew Simon,https://www.inaturalist.org/observations/5886028,,57007,VAS,accepted,57007,Stellaria nitens,Stellaria nitens
Struthiopteris spicant,Struthiopteris spicant,774894,Blechnum spicant,48432,774894,(L.) F.W. Weiss,,deer fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Blechnaceae,,,Struthiopteris,spicant,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296145,Reported as Blechnum spicant,48432,VAS,accepted,774894,Struthiopteris spicant,Blechnum spicant
Symphoricarpos albus var. laevigatus,Symphoricarpos albus laevigatus,48525,Symphoricarpos albus laevigatus,48525,48525,(L.) S.F. Blake,(Fernald) Hultén,garden snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus,,,laevigatus,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-02-13,Andrew Simon,http://www.inaturalist.org/observations/2679254,,48525,VAS,accepted,48525,Symphoricarpos albus laevigatus,Symphoricarpos albus laevigatus
Symphoricarpos mollis,Symphoricarpos mollis,53456,Symphoricarpos mollis,53456,53456,Nutt.,,trailing snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,mollis,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-29,Andrew Simon,https://www.inaturalist.org/observations/6434805,"""ours weakly defined as S.m. hesperius"" (FPNW2)",53456,VAS,accepted,53456,Symphoricarpos mollis,Symphoricarpos mollis
Symphyotrichum chilense,Symphyotrichum chilense,56861,Symphyotrichum chilense,56861,56861,(Nees) G.L. Nesom,,common California aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,chilense,,,,native,S5,,confirmed,observed,1975-08-15,Angela Wood,RBCM,V097712B,1949546801,2016-09-11,Andrew Simon,http://www.inaturalist.org/observations/4092261,"Retreat Cove; ""Symphyotrichum chilense is the characteristic aster of littoral habitats along the west coast of Vancouver Island, and also occurs widely (though more locally) throughout the Georgia Depression (Figure 23). It is rare along the coast of B.C. north of Vancouver, although it has been collected rarely on the islands of Haida Gwaii; it is largely replaced ecologically by S. subspicatum north of Vancouver Island. Although primarily a species of marine and brackish shorelines and near-shore habitats, it also ranges locally inland at low elevations along major rivers and lakeshores” (Fenneman 2019 ined.); HJ (2001) also reports Symphyotrichum chilense × subspicatum",56861,VAS,accepted,56861,Symphyotrichum chilense,Symphyotrichum chilense
Symphyotrichum novi-belgii,Symphyotrichum novi-belgii,169474,Symphyotrichum novi-belgii novi-belgii,243162,169474,(L.) G.L. Nesom,,New York aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,novi-belgii,,,,exotic,unlisted,,new 2020,observed,,,,,,2020-09-17,Adam Huggins,https://www.inaturalist.org/observations/60158733,,243162,VAS,accepted,169474,Symphyotrichum novi-belgii,Symphyotrichum novi-belgii novi-belgii
Symphyotrichum subspicatum,Symphyotrichum subspicatum,79303,Symphyotrichum subspicatum,79303,79303,(Nees) G.L. Nesom,,Douglas' Aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,subspicatum,,,,exotic,unlisted,,confirmed,observed,1966-08-25,Bruce Bennett,BABY,561,,2020-09-01,Adam Huggins,https://www.inaturalist.org/observations/58311957,"Symphyotrichum douglasii (sensu Fennamen 2019 ined.) also reported: ""Symphyotrichum douglasii is restricted in British Columbia to the southwestern coast of the province (Figure 39), where it is primarily a species of lacustrine and fluvial shorelines at low elevations of the Georgia Depression. It occurs most frequently along the southeastern coast of Vancouver Island, where it is the most common narrow-leaved Symphyotrichum away from areas of marine or estuarine influence”; HJ (2001) also reports Symphyotrichum chilense × subspicatum",79303,VAS,accepted,79303,Symphyotrichum subspicatum,Symphyotrichum subspicatum
Symphytum × uplandicum,Symphytum,55725,Symphytum uplandicum,709795,181924,Nyman,,hybrid comfrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Boraginoidea,,Symphytum,,Symphytum × uplandicum,,,exotic,unlisted,,reported,unobserved,2012-04-21,Terry Taylor,Vascular Plants Seen on Galiano Island,,,,,,sterile hybrid between S. officinale and S. asperum); commonly grown as a “permaculture” plant in the SGI (usually as the Bocking selections) and may escape and persist; spreads by root fragments; probably retain.,709795,VAS,accepted,55725,Symphytum,Symphytum uplandicum
Symphytum officinale,Symphytum officinale,1247945,Symphytum officinale,55724,1247945,L.,,hybrid comfrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Boraginoidea,,Symphytum,officinale,,,,exotic,unlisted,,confirmed,observed,1981-07-16,Harvey Janszen,RBCM,V113510,1949562542,2018-05-14,Andrew Simon,https://www.inaturalist.org/observations/14524696,,55724,VAS,accepted,1247945,Symphytum officinale,Symphytum officinale
Tanacetum parthenium,Tanacetum parthenium,54520,Tanacetum parthenium,54520,54520,(L.) Sch.Bip.,,feverfew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,parthenium,,,,exotic,unlisted,,new 2018,observed,,,,,,2018-06-24,Sarah Tweedale,https://www.inaturalist.org/observations/13755090,,54520,VAS,accepted,54520,Tanacetum parthenium,Tanacetum parthenium
Tanacetum vulgare,Tanacetum vulgare,55971,Tanacetum vulgare,55971,55971,L.,,common tansy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,vulgare,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-14,Andrew Simon,http://www.inaturalist.org/observations/3680834,,55971,VAS,accepted,55971,Tanacetum vulgare,Tanacetum vulgare
Taraxacum erythrospermum agg.,Taraxacum erythrospermum,79317,Taraxacum erythrospermum,79317,79317,,,red-seeded dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,erythrospermum,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,"Taraxacumas a genus is highly overlooked (C.R.Björk); a great diversity of Taraxacum spp. have yet to be reported for the project; PNW botanists are happy to adopt European microspecies when there are few of them (e.g. R. armeniacus: a microspecies consisting of a single clone). But there are too many species of Taraxacum in BC for this to be applied without very hard work and pain. But again there are real problems with using T. officinale and T. erythrospermum in the FPNW sense as they lump things which have different evolutionary origins. Best practice would be to use sections as broad level taxa or “species"" as these can be recognized quite easily with a bit of training (for instance Galiano has Taraxacum sect. Hamatum as its commonest dandelion group). We are not there yet... Pro tem., I suggest using ""T. officinale agg."", and ""T. erythrospermum agg."" (without authorities - they are not biologically species). There is a long road before BC botanists will accept a more biologically meaningful treatment of Taraxacum diversity. This does not much matter for the introductions (and there are no natives on Galiano), but is an absolute tragedy for the natives where a fantastic richness of endemic alpine species languish under the completely ridiculous name “T. ceratophorum”. (T. ceratophorum is an asian species that looks nothing like anything in BC!).",79317,VAS,accepted,79317,Taraxacum erythrospermum,Taraxacum erythrospermum
Taraxacum officinale agg.,Taraxacum officinale,47602,Taraxacum officinale,47602,47602,,,common dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,officinale,,,,exotic,unlisted,,confirmed,observed,1905-07-08,Matt Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island2016(unpublished technical report),,,2017-04-11,Andrew Simon,https://www.inaturalist.org/observations/5651774,"Taraxacumas a genus is highly overlooked (C.R.Björk); a great diversity of Taraxacum spp. have yet to be reported for the project; PNW botanists are happy to adopt European microspecies when there are few of them (e.g. R. armeniacus: a microspecies consisting of a single clone). But there are too many species of Taraxacum in BC for this to be applied without very hard work and pain. But again there are real problems with using T. officinale and T. erythrospermum in the FPNW sense as they lump things which have different evolutionary origins. Best practice would be to use sections as broad level taxa or “species"" as these can be recognized quite easily with a bit of training (for instance Galiano has Taraxacum sect. Hamatum as its commonest dandelion group). We are not there yet... Pro tem., I suggest using ""T. officinale agg."", and ""T. erythrospermum agg."" (without authorities - they are not biologically species). There is a long road before BC botanists will accept a more biologically meaningful treatment of Taraxacum diversity. This does not much matter for the introductions (and there are no natives on Galiano), but is an absolute tragedy for the natives where a fantastic richness of endemic alpine species languish under the completely ridiculous name “T. ceratophorum”. (T. ceratophorum is an asian species that looks nothing like anything in BC!).",47602,VAS,accepted,47602,Taraxacum officinale,Taraxacum officinale
Taxus brevifolia,Taxus brevifolia,55209,Taxus brevifolia,55209,55209,Nutt.,,western yew,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Taxaceae,,,Taxus,brevifolia,,,,native,S5,,confirmed,observed,,Kent Brothers,VMS Private List,,,2011-12-22,T. Abe Lloyd,https://www.inaturalist.org/observations/38191923,,55209,VAS,accepted,55209,Taxus brevifolia,Taxus brevifolia
Teesdalia nudicaulis,Teesdalia nudicaulis,79325,Teesdalia nudicaulis,79325,79325,(L.) W.T.Aiton,,shepherd's cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,Iberideae,Teesdalia,nudicaulis,,,,exotic,unlisted,,new 2020,observed,,,,,,2020-04-19,Lauren Magner & Andrew Simon,https://www.inaturalist.org/observations/42637654,,79325,VAS,accepted,79325,Teesdalia nudicaulis,Teesdalia nudicaulis
Tellima grandiflora,Tellima grandiflora,51655,Tellima grandiflora,51655,51655,(Pursh) Douglas ex Lindl.,,fringecup,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Tellima,grandiflora,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575142,,51655,VAS,accepted,51655,Tellima grandiflora,Tellima grandiflora
Thlaspi arvense,Thlaspi arvense,79358,Thlaspi arvense,79358,79358,L.,,field pennycress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Thlaspi,arvense,,,,exotic,unlisted,,confirmed,observed,1979-06-28,Harvey Janszen,RBCM,V097837,,2017-05-09,Andrew Simon,https://www.inaturalist.org/observations/6217506,,79358,VAS,accepted,79358,Thlaspi arvense,Thlaspi arvense
Thuja plicata,Thuja plicata,48252,Thuja plicata,48252,48252,Donn ex D. Don,,western redcedar,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Cupressaceae,,,Thuja,plicata,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2012-06-15,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/2586537,,48252,VAS,accepted,48252,Thuja plicata,Thuja plicata
Thysanocarpus curvipes,Thysanocarpus curvipes,58088,Thysanocarpus curvipes,58088,58088,Hook.,,sand lacepod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Thysanocarpus,curvipes,,,,native,S3S4,,confirmed,observed,1980-04-11,Harvey Janszen,RBCM,V107363,1949556084,2014-03-22,Ryan Batten,https://www.inaturalist.org/observations/9145205,,58088,VAS,accepted,58088,Thysanocarpus curvipes,Thysanocarpus curvipes
Tiarella trifoliata var. laciniata,Tiarella trifoliata laciniata,51650,Tiarella trifoliata laciniata,51650,51650,(Hook.) Wheelock,,lace foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Tiarella,trifoliata,,,laciniata,native,S5 (2000),,new 2019,observed,,,,,,2019-04-27,Justine Apostolopoulos,https://www.inaturalist.org/observations/24497694,,51650,VAS,accepted,51650,Tiarella trifoliata laciniata,Tiarella trifoliata laciniata
Tiarella trifoliata var. trifoliata,Tiarella trifoliata trifoliata,51649,Tiarella trifoliata,51643,51649,L.,,three-leaved foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Tiarella,trifoliata,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-04,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2569314,,51643,VAS,accepted,51649,Tiarella trifoliata trifoliata,Tiarella trifoliata
Tolmiea menziesii,Tolmiea menziesii,128848,Tolmiea menziesii,128848,128848,(Pursh) Torr. & A. Gray,,piggy-back plant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Tolmiea,menziesii,,,,native,S5,,new 2017,unobserved,2017-05-27,Tyler Innes,Bioblitz Galiano2017,,,,,,Likely misreported,128848,VAS,accepted,128848,Tolmiea menziesii,Tolmiea menziesii
Torilis arvensis,Torilis arvensis,56846,Torilis arvensis,56846,56846,(Huds.) Link,,common hedge parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,Apioideae,Scandiceae,Torilis,arvensis,,,,exotic,unlisted,,confirmed,observed,2022-06-13,Frank Lomer,UBC,13038,,2016-05-30,Andrew Simon,http://www.inaturalist.org/observations/3351252,,56846,VAS,accepted,56846,Torilis arvensis,Torilis arvensis
Torilis japonica,Torilis japonica,133918,Torilis japonica,133918,133918,(Houtt.) DC.,,upright hedge-parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,Apioideae,Scandiceae,Torilis,japonica,,,,exotic,unlisted,,confirmed,observed,1976-07-13,Harvey Janszen,RBCM,V087237,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2625063,,133918,VAS,accepted,133918,Torilis japonica,Torilis japonica
Torreyochloa pallida var. pauciflora,Torreyochloa pallida pauciflora,81431,Torreyochloa pallida pauciflora,81431,81431,(Torr.) G.L. Church,(J. Presl) J.I. Davis,weak false-manna,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Torreyochloa,pallida,,,pauciflora,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2019-07-07,Andrew Simon,https://www.inaturalist.org/observations/28440118,,81431,VAS,accepted,81431,Torreyochloa pallida pauciflora,Torreyochloa pallida pauciflora
Toxicodendron diversilobum,Toxicodendron diversilobum,51080,Toxicodendron diversilobum,51080,51080,(Torr. & A. Gray) Greene,,poison oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Sapindales,,,Anacardiaceae,,,Toxicodendron,diversilobum,,,,native,S3S4,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-09-02,Adam Huggins,https://www.inaturalist.org/observations/16152487,,51080,VAS,accepted,51080,Toxicodendron diversilobum,Toxicodendron diversilobum
